Gene ID,source_id,Product Description,Gene Type,Input ID,# Transcripts,Transcript Length,Genomic Location (Transcript),Genomic Location (Gene),Gene Name or Symbol
Tb11.v5.0467,Tb11.v5.0467.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0467,1,4728,Tb927_11_bin_v5.1:1897022..1898059(-),"Tb927_11_bin_v5.1:1,896,321..1,901,048(-)",N/A
Tb11.v5.0468,Tb11.v5.0468.1,"alpha tubulin, putative",protein coding,Tb11.v5.0468,1,2059,Tb927_11_bin_v5.1:1902781..1903530(+),"Tb927_11_bin_v5.1:1,901,556..1,903,614(+)",N/A
Tb11.v5.0469,Tb11.v5.0469.1,"beta tubulin, putative",protein coding,Tb11.v5.0469,1,1755,Tb927_11_bin_v5.1:1903857..1905185(+),"Tb927_11_bin_v5.1:1,903,798..1,905,552(+)",N/A
Tb11.v5.0470,Tb11.v5.0470.1,"receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb11.v5.0470,1,5387,Tb927_11_bin_v5.1:1908330..1910918(-),"Tb927_11_bin_v5.1:1,905,532..1,910,918(-)",N/A
Tb11.v5.0471,Tb11.v5.0471.1,"kelch motif containing protein, putative",protein coding,Tb11.v5.0471,1,2259,Tb927_11_bin_v5.1:1911267..1913525(-),"Tb927_11_bin_v5.1:1,911,267..1,913,525(-)",N/A
Tb11.v5.0472,Tb11.v5.0472.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0472,1,9662,Tb927_11_bin_v5.1:1913721..1914998(-),"Tb927_11_bin_v5.1:1,913,721..1,923,382(-)",N/A
Tb11.v5.0474,Tb11.v5.0474.1,"protein kinase, putative",protein coding,Tb11.v5.0474,1,1996,Tb927_11_bin_v5.1:1924612..1926030(+),"Tb927_11_bin_v5.1:1,924,459..1,926,454(+)",N/A
Tb11.v5.0476,Tb11.v5.0476.1,"Variant Surface Glycoprotein, putative",protein coding,Tb11.v5.0476,1,5342,Tb927_11_bin_v5.1:1929884..1930969(-),"Tb927_11_bin_v5.1:1,929,884..1,935,225(-)",N/A
Tb11.v5.0477,Tb11.v5.0477.1,"TPR repeat, putative",protein coding,Tb11.v5.0477,1,10634,Tb927_11_bin_v5.1:1941114..1942727(+),"Tb927_11_bin_v5.1:1,939,956..1,950,589(+)",N/A
Tb11.v5.0479,Tb11.v5.0479.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0479,1,3067,Tb927_11_bin_v5.1:1952167..1953642(-),"Tb927_11_bin_v5.1:1,950,576..1,953,642(-)",N/A
Tb11.v5.0480,Tb11.v5.0480.1,"DNA-directed RNA polymerase, alpha subunit, putative",protein coding,Tb11.v5.0480,1,1640,Tb927_11_bin_v5.1:1954570..1955583(+),"Tb927_11_bin_v5.1:1,953,944..1,955,583(+)",N/A
Tb11.v5.0481,Tb11.v5.0481.1,"U3 snoRNA-associated protein UTP11, putative",protein coding,Tb11.v5.0481,1,1172,Tb927_11_bin_v5.1:1956302..1957342(+),"Tb927_11_bin_v5.1:1,956,171..1,957,342(+)",N/A
Tb11.v5.0482,Tb11.v5.0482.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0482,1,1438,Tb927_11_bin_v5.1:1958730..1960016(+),"Tb927_11_bin_v5.1:1,958,579..1,960,016(+)",N/A
Tb11.v5.0484,Tb11.v5.0484.1,"receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb11.v5.0484,1,8238,Tb927_11_bin_v5.1:1963411..1966167(-),"Tb927_11_bin_v5.1:1,962,409..1,970,646(-)",N/A
Tb11.v5.0485,Tb11.v5.0485.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0485,1,2745,Tb927_11_bin_v5.1:1971137..1973839(-),"Tb927_11_bin_v5.1:1,971,137..1,973,881(-)",N/A
Tb11.v5.0486,Tb11.v5.0486.1,"katanin, putative",protein coding,Tb11.v5.0486,1,699,Tb927_11_bin_v5.1:1975146..1975844(+),"Tb927_11_bin_v5.1:1,975,146..1,975,844(+)",N/A
Tb11.v5.0487,Tb11.v5.0487.1,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative",protein coding,Tb11.v5.0487,1,1177,Tb927_11_bin_v5.1:1976413..1977450(+),"Tb927_11_bin_v5.1:1,976,328..1,977,504(+)",N/A
Tb11.v5.0488,Tb11.v5.0488.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0488,1,828,Tb927_11_bin_v5.1:1977765..1978589(+),"Tb927_11_bin_v5.1:1,977,762..1,978,589(+)",N/A
Tb11.v5.0489,Tb11.v5.0489.1,"retrotransposon hot spot (RHS) protein, putative",protein coding,Tb11.v5.0489,1,1772,Tb927_11_bin_v5.1:1982945..1984666(-),"Tb927_11_bin_v5.1:1,982,945..1,984,716(-)",N/A
Tb11.v5.0490,Tb11.v5.0490.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0490,1,851,Tb927_11_bin_v5.1:1987027..1987842(+),"Tb927_11_bin_v5.1:1,986,992..1,987,842(+)",N/A
Tb11.v5.0491,Tb11.v5.0491.1,"Serine hydrolase (FSH1)/RWD domain/50S ribosome-binding GTPase, putative",protein coding,Tb11.v5.0491,1,14314,Tb927_11_bin_v5.1:1989475..1991061(+),"Tb927_11_bin_v5.1:1,988,706..2,003,019(+)",N/A
Tb11.v5.0493,Tb11.v5.0493.1,"kinesin K39, putative",protein coding,Tb11.v5.0493,1,16036,Tb927_11_bin_v5.1:2003408..2007439(+),"Tb927_11_bin_v5.1:1,994,068..2,010,103(+)",N/A
Tb11.v5.0495,Tb11.v5.0495.1,"retrotransposon hot spot (RHS), putative",protein coding,Tb11.v5.0495,1,1100,Tb927_11_bin_v5.1:2019894..2020943(-),"Tb927_11_bin_v5.1:2,019,894..2,020,993(-)",N/A
Tb11.v5.0496,Tb11.v5.0496.1,"sterol 24-c-methyltransferase, putative",protein coding,Tb11.v5.0496,1,2403,Tb927_11_bin_v5.1:2024380..2025459(+),"Tb927_11_bin_v5.1:2,024,231..2,026,633(+)",N/A
Tb11.v5.0497,Tb11.v5.0497.1,SUMO-interacting motif-containing protein,protein coding,Tb11.v5.0497,1,30608,Tb927_11_bin_v5.1:2027963..2030083(-),"Tb927_11_bin_v5.1:2,026,611..2,057,218(-)",N/A
Tb11.v5.0498,Tb11.v5.0498.1,"lysosomal alpha-mannosidase precursor, putative",protein coding,Tb11.v5.0498,1,38299,Tb927_11_bin_v5.1:2061956..2064082(-),"Tb927_11_bin_v5.1:2,030,425..2,068,723(-)",N/A
Tb11.v5.0499,Tb11.v5.0499.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0499,1,3899,Tb927_11_bin_v5.1:2069227..2069871(+),"Tb927_11_bin_v5.1:2,065,973..2,069,871(+)",N/A
Tb11.v5.0500,Tb11.v5.0500.1,"2-oxoisovalerate dehydrogenase alpha subunit, putative",protein coding,Tb11.v5.0500,1,1408,Tb927_11_bin_v5.1:2070421..2071671(-),"Tb927_11_bin_v5.1:2,070,421..2,071,828(-)",N/A
Tb11.v5.0501,Tb11.v5.0501.1,"40S ribosomal protein S3A, putative",protein coding,Tb11.v5.0501,1,787,Tb927_11_bin_v5.1:2072629..2073399(+),"Tb927_11_bin_v5.1:2,072,613..2,073,399(+)",N/A
Tb11.v5.0502,Tb11.v5.0502.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0502,1,4460,Tb927_11_bin_v5.1:2073657..2075123(+),"Tb927_11_bin_v5.1:2,073,599..2,078,058(+)",N/A
Tb11.v5.0504,Tb11.v5.0504.1,"RNA polymerase IIA largest subunit, putative",protein coding,Tb11.v5.0504,1,11140,Tb927_11_bin_v5.1:2084192..2086735(+),"Tb927_11_bin_v5.1:2,075,863..2,087,002(+)",N/A
Tb11.v5.0505,Tb11.v5.0505.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0505,1,6368,Tb927_11_bin_v5.1:2091994..2093463(-),"Tb927_11_bin_v5.1:2,087,096..2,093,463(-)",N/A
Tb11.v5.0506,Tb11.v5.0506.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0506,1,2448,Tb927_11_bin_v5.1:2093468..2095915(-),"Tb927_11_bin_v5.1:2,093,468..2,095,915(-)",N/A
Tb11.v5.0507,Tb11.v5.0507.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0507,1,1531,Tb927_11_bin_v5.1:2098019..2099464(+),"Tb927_11_bin_v5.1:2,097,934..2,099,464(+)",N/A
Tb11.v5.0508,Tb11.v5.0508.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0508,1,5737,Tb927_11_bin_v5.1:2104115..2104786(+),"Tb927_11_bin_v5.1:2,099,837..2,105,573(+)",N/A
Tb11.v5.0510,Tb11.v5.0510.1,"Gp63-3 surface protease homolog, putative",protein coding,Tb11.v5.0510,1,8609,Tb927_11_bin_v5.1:2115856..2117103(-),"Tb927_11_bin_v5.1:2,108,554..2,117,162(-)",N/A
Tb11.v5.0511,Tb11.v5.0511.1,"Gp63-3 surface protease homolog, putative",protein coding,Tb11.v5.0511,1,1464,Tb927_11_bin_v5.1:2118143..2119606(-),"Tb927_11_bin_v5.1:2,118,143..2,119,606(-)",N/A
Tb11.v5.0512,Tb11.v5.0512.1,"Rtr1/RPAP2 family, putative",protein coding,Tb11.v5.0512,1,4118,Tb927_11_bin_v5.1:2123701..2125125(-),"Tb927_11_bin_v5.1:2,122,773..2,126,890(-)",N/A
Tb11.v5.0513,Tb11.v5.0513.1,"NLI interacting factor-like phosphatase, putative",protein coding,Tb11.v5.0513,1,9439,Tb927_11_bin_v5.1:2129720..2131120(-),"Tb927_11_bin_v5.1:2,127,046..2,136,484(-)",N/A
Tb11.v5.0514,Tb11.v5.0514.1,"cation transporter, putative",protein coding,Tb11.v5.0514,1,1277,Tb927_11_bin_v5.1:2137480..2138664(-),"Tb927_11_bin_v5.1:2,137,480..2,138,756(-)",N/A
Tb11.v5.0515,Tb11.v5.0515.1,"protein kinase, putative",protein coding,Tb11.v5.0515,1,3001,Tb927_11_bin_v5.1:2142959..2145226(-),"Tb927_11_bin_v5.1:2,142,959..2,145,959(-)",N/A
Tb11.v5.0516,Tb11.v5.0516.1,"glyceraldehyde 3-phosphate dehydrogenase, cytosolic, putative",protein coding,Tb11.v5.0516,1,1548,Tb927_11_bin_v5.1:2148912..2149907(+),"Tb927_11_bin_v5.1:2,148,852..2,150,399(+)",N/A
Tb11.v5.0517,Tb11.v5.0517.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0517,1,6953,Tb927_11_bin_v5.1:2155678..2157240(+),"Tb927_11_bin_v5.1:2,150,503..2,157,455(+)",N/A
Tb11.v5.0519,Tb11.v5.0519.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0519,1,12266,Tb927_11_bin_v5.1:2178503..2179912(-),"Tb927_11_bin_v5.1:2,167,647..2,179,912(-)",N/A
Tb11.v5.0520,Tb11.v5.0520.1,"acetyltransferase, putative",protein coding,Tb11.v5.0520,1,10031,Tb927_11_bin_v5.1:2180235..2181710(-),"Tb927_11_bin_v5.1:2,180,235..2,190,265(-)",N/A
Tb11.v5.0522,Tb11.v5.0522.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0522,1,7859,Tb927_11_bin_v5.1:2190669..2192735(-),"Tb927_11_bin_v5.1:2,188,316..2,196,174(-)",N/A
Tb11.v5.0523,Tb11.v5.0523.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0523,1,1166,Tb927_11_bin_v5.1:2205459..2206601(-),"Tb927_11_bin_v5.1:2,205,459..2,206,624(-)",N/A
Tb11.v5.0524,Tb11.v5.0524.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0524,1,19137,Tb927_11_bin_v5.1:2206988..2208661(-),"Tb927_11_bin_v5.1:2,206,834..2,225,970(-)",N/A
Tb11.v5.0525,Tb11.v5.0525.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0525,1,5564,Tb927_11_bin_v5.1:2226678..2227961(-),"Tb927_11_bin_v5.1:2,226,478..2,232,041(-)",N/A
Tb11.v5.0526,Tb11.v5.0526.1,"DNA polymerase kappa, putative",protein coding,Tb11.v5.0526,1,2275,Tb927_11_bin_v5.1:2232665..2234383(-),"Tb927_11_bin_v5.1:2,232,223..2,234,497(-)",N/A
Tb11.v5.0527,Tb11.v5.0527.1,"WD domain, G-beta repeat, putative",protein coding,Tb11.v5.0527,1,1733,Tb927_11_bin_v5.1:2248546..2249706(-),"Tb927_11_bin_v5.1:2,248,090..2,249,822(-)",N/A
Tb11.v5.0528,Tb11.v5.0528.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0528,1,4253,Tb927_11_bin_v5.1:2252495..2254360(-),"Tb927_11_bin_v5.1:2,250,168..2,254,420(-)",N/A
Tb11.v5.0529,Tb11.v5.0529.1,"ATP-dependent DEAD/H RNA helicase, putative",protein coding,Tb11.v5.0529,1,3667,Tb927_11_bin_v5.1:2258402..2259565(-),"Tb927_11_bin_v5.1:2,258,206..2,261,872(-)",N/A
Tb11.v5.0530,Tb11.v5.0530.1,"BSD domain containing protein, putative",protein coding,Tb11.v5.0530,1,4126,Tb927_11_bin_v5.1:2262790..2264451(-),"Tb927_11_bin_v5.1:2,260,491..2,264,616(-)",N/A
Tb11.v5.0531,Tb11.v5.0531.1,"fructose-bisphosphate aldolase, glycosomal, putative",protein coding,Tb11.v5.0531,1,1639,Tb927_11_bin_v5.1:2278908..2280026(+),"Tb927_11_bin_v5.1:2,278,836..2,280,474(+)",N/A
Tb11.v5.0532,Tb11.v5.0532.1,"retrotransposon hot spot (RHS) protein, putative",protein coding,Tb11.v5.0532,1,10579,Tb927_11_bin_v5.1:2292537..2293943(+),"Tb927_11_bin_v5.1:2,288,033..2,298,611(+)",N/A
Tb11.v5.0533,Tb11.v5.0533.1,"retrotransposon hot spot (RHS) protein, putative",protein coding,Tb11.v5.0533,1,8569,Tb927_11_bin_v5.1:2299801..2300772(-),"Tb927_11_bin_v5.1:2,294,329..2,302,897(-)",N/A
Tb11.v5.0535,Tb11.v5.0535.1,"minichromosome maintenance (MCM) complex subunit, putative",protein coding,Tb11.v5.0535,1,5538,Tb927_11_bin_v5.1:2316460..2317884(-),"Tb927_11_bin_v5.1:2,312,347..2,317,884(-)",N/A
Tb11.v5.0536,Tb11.v5.0536.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0536,1,5274,Tb927_11_bin_v5.1:2322458..2324113(-),"Tb927_11_bin_v5.1:2,318,860..2,324,133(-)",N/A
Tb11.v5.0537,Tb11.v5.0537.1,"polyubiquitin, putative",protein coding,Tb11.v5.0537,1,10854,Tb927_11_bin_v5.1:2333410..2335281(+),"Tb927_11_bin_v5.1:2,330,673..2,341,526(+)",N/A
Tb11.v5.0538,Tb11.v5.0538.1,"69 kDa paraflagellar rod protein, putative",protein coding,Tb11.v5.0538,1,1856,Tb927_11_bin_v5.1:2347096..2348898(-),"Tb927_11_bin_v5.1:2,347,096..2,348,951(-)",N/A
Tb11.v5.0539,Tb11.v5.0539.1,"Bardet-Biedl syndrome 4 protein, putative",protein coding,Tb11.v5.0539,1,1778,Tb927_11_bin_v5.1:2352623..2354023(-),"Tb927_11_bin_v5.1:2,352,248..2,354,025(-)",BBS4
Tb11.v5.0540,Tb11.v5.0540.1,"amino acid transporter 8, putative",protein coding,Tb11.v5.0540,1,1970,Tb927_11_bin_v5.1:2354708..2356180(-),"Tb927_11_bin_v5.1:2,354,211..2,356,180(-)",N/A
Tb11.v5.0541,Tb11.v5.0541.1,"amino acid transporter, putative",protein coding,Tb11.v5.0541,1,648,Tb927_11_bin_v5.1:2357186..2357833(-),"Tb927_11_bin_v5.1:2,357,186..2,357,833(-)",N/A
Tb11.v5.0542,Tb11.v5.0542.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0542,1,5101,Tb927_11_bin_v5.1:2360680..2361579(+),"Tb927_11_bin_v5.1:2,360,673..2,365,773(+)",N/A
Tb11.v5.0543,Tb11.v5.0543.1,"Heat shock protein 83, putative",protein coding,Tb11.v5.0543,1,2450,Tb927_11_bin_v5.1:2366174..2368288(+),"Tb927_11_bin_v5.1:2,366,099..2,368,548(+)",N/A
Tb11.v5.0544,Tb11.v5.0544.1,"methionyl-tRNA formyltransferase, putative",protein coding,Tb11.v5.0544,1,6263,Tb927_11_bin_v5.1:2372586..2374541(+),"Tb927_11_bin_v5.1:2,372,417..2,378,679(+)",N/A
Tb11.v5.0546,Tb11.v5.0546.1,"receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb11.v5.0546,1,17113,Tb927_11_bin_v5.1:2389955..2393488(-),"Tb927_11_bin_v5.1:2,376,376..2,393,488(-)",N/A
Tb11.v5.0547,Tb11.v5.0547.1,"DNA mismatch repair protein, putative",protein coding,Tb11.v5.0547,1,8469,Tb927_11_bin_v5.1:2394866..2395816(+),"Tb927_11_bin_v5.1:2,394,866..2,403,334(+)",N/A
Tb11.v5.0550,Tb11.v5.0550.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0550,1,3147,Tb927_11_bin_v5.1:2415566..2418130(-),"Tb927_11_bin_v5.1:2,414,984..2,418,130(-)",N/A
Tb11.v5.0551,Tb11.v5.0551.1,"leucine-rich repeat protein (LRRP), putative",protein coding,Tb11.v5.0551,1,3309,Tb927_11_bin_v5.1:2421871..2425179(+),"Tb927_11_bin_v5.1:2,421,871..2,425,179(+)",N/A
Tb11.v5.0552,Tb11.v5.0552.1,"75 kDa invariant surface glycoprotein, putative",protein coding,Tb11.v5.0552,1,1665,Tb927_11_bin_v5.1:2439888..2441456(-),"Tb927_11_bin_v5.1:2,439,888..2,441,552(-)",N/A
Tb11.v5.0553,Tb11.v5.0553.1,"ubiquitin hydrolase, putative",protein coding,Tb11.v5.0553,1,26210,Tb927_11_bin_v5.1:2461150..2462760(+),"Tb927_11_bin_v5.1:2,448,161..2,474,370(+)",N/A
Tb11.v5.0555,Tb11.v5.0555.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0555,1,22601,Tb927_11_bin_v5.1:2478283..2481645(+),"Tb927_11_bin_v5.1:2,463,409..2,486,009(+)",N/A
Tb11.v5.0556,Tb11.v5.0556.1,"protein kinase, putative",protein coding,Tb11.v5.0556,1,10611,Tb927_11_bin_v5.1:2487175..2488257(-),"Tb927_11_bin_v5.1:2,487,175..2,497,785(-)",N/A
Tb11.v5.0558,Tb11.v5.0558.1,"oligosaccharyl transferase subunit, putative",protein coding,Tb11.v5.0558,1,2093,Tb927_11_bin_v5.1:2530166..2531548(-),"Tb927_11_bin_v5.1:2,529,598..2,531,690(-)",N/A
Tb11.v5.0559,Tb11.v5.0559.1,"oligosaccharyl transferase subunit, putative",protein coding,Tb11.v5.0559,1,2738,Tb927_11_bin_v5.1:2532383..2533447(-),"Tb927_11_bin_v5.1:2,531,821..2,534,558(-)",N/A
Tb11.v5.0560,Tb11.v5.0560.1,"leucine-rich repeat protein (LRRP), putative",protein coding,Tb11.v5.0560,1,8134,Tb927_11_bin_v5.1:2537274..2538788(+),"Tb927_11_bin_v5.1:2,537,049..2,545,182(+)",N/A
Tb11.v5.0561,Tb11.v5.0561.1,"fatty acyl CoA synthetase, putative",protein coding,Tb11.v5.0561,1,1471,Tb927_11_bin_v5.1:2545988..2547199(+),"Tb927_11_bin_v5.1:2,545,729..2,547,199(+)",N/A
Tb11.v5.0562,Tb11.v5.0562.1,"Molybdopterin guanine dinucleotide synthesis protein B, putative",protein coding,Tb11.v5.0562,1,3134,Tb927_11_bin_v5.1:2551210..2553816(+),"Tb927_11_bin_v5.1:2,550,683..2,553,816(+)",N/A
Tb11.v5.0563,Tb11.v5.0563.1,"periodic tryptophan protein 2, putative",protein coding,Tb11.v5.0563,1,2928,Tb927_11_bin_v5.1:2554249..2557068(+),"Tb927_11_bin_v5.1:2,554,141..2,557,068(+)",N/A
Tb11.v5.0564,Tb11.v5.0564.1,"protein kinase, putative",protein coding,Tb11.v5.0564,1,1877,Tb927_11_bin_v5.1:2557932..2559470(+),"Tb927_11_bin_v5.1:2,557,594..2,559,470(+)",N/A
Tb11.v5.0565,Tb11.v5.0565.1,"mitochondrial intermediate peptidase, putative",protein coding,Tb11.v5.0565,1,3256,Tb927_11_bin_v5.1:2560811..2562430(+),"Tb927_11_bin_v5.1:2,560,748..2,564,003(+)",N/A
Tb11.v5.0566,Tb11.v5.0566.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0566,1,7314,Tb927_11_bin_v5.1:2564408..2565694(-),"Tb927_11_bin_v5.1:2,563,984..2,571,297(-)",N/A
Tb11.v5.0567,Tb11.v5.0567.1,"retrotransposon hot spot (RHS) protein, putative",protein coding,Tb11.v5.0567,1,5284,Tb927_11_bin_v5.1:2572245..2574083(-),"Tb927_11_bin_v5.1:2,572,245..2,577,528(-)",N/A
Tb11.v5.0568,Tb11.v5.0568.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0568,1,10890,Tb927_11_bin_v5.1:2577707..2578810(+),"Tb927_11_bin_v5.1:2,577,707..2,588,596(+)",N/A
Tb11.v5.0569,Tb11.v5.0569.1,"amino acid transporter, putative",protein coding,Tb11.v5.0569,1,5596,Tb927_11_bin_v5.1:2588801..2590177(+),"Tb927_11_bin_v5.1:2,588,731..2,594,326(+)",N/A
Tb11.v5.0570,Tb11.v5.0570.1,"Zinc finger, C3HC4 type (RING finger), putative",protein coding,Tb11.v5.0570,1,2931,Tb927_11_bin_v5.1:2595577..2596881(-),"Tb927_11_bin_v5.1:2,594,302..2,597,232(-)",N/A
Tb11.v5.0572,Tb11.v5.0572.1,"RAD50 DNA repair-like protein, putative",protein coding,Tb11.v5.0572,1,10074,Tb927_11_bin_v5.1:2610808..2612268(-),"Tb927_11_bin_v5.1:2,602,195..2,612,268(-)",N/A
Tb11.v5.0573,Tb11.v5.0573.1,"RAD50 DNA repair-like protein, putative",protein coding,Tb11.v5.0573,1,3181,Tb927_11_bin_v5.1:2612605..2613582(-),"Tb927_11_bin_v5.1:2,612,605..2,615,785(-)",N/A
Tb11.v5.0574,Tb11.v5.0574.1,"Organic solute transport protein 1, putative",protein coding,Tb11.v5.0574,1,3460,Tb927_11_bin_v5.1:2616298..2617530(-),"Tb927_11_bin_v5.1:2,614,264..2,617,723(-)",N/A
Tb11.v5.0575,Tb11.v5.0575.1,Coiled-coil domain-containing protein 40 homolog (fragment),protein coding,Tb11.v5.0575,1,4006,Tb927_11_bin_v5.1:2619902..2621212(+),"Tb927_11_bin_v5.1:2,618,186..2,622,191(+)",CCDC40
Tb11.v5.0576,Tb11.v5.0576.1,"receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb11.v5.0576,1,4727,Tb927_11_bin_v5.1:2624759..2626786(+),"Tb927_11_bin_v5.1:2,624,759..2,629,485(+)",N/A
Tb11.v5.0577,Tb11.v5.0577.1,"casein kinase I, putative",protein coding,Tb11.v5.0577,1,10459,Tb927_11_bin_v5.1:2631586..2632725(-),"Tb927_11_bin_v5.1:2,631,586..2,642,044(-)",N/A
Tb11.v5.0578,Tb11.v5.0578.1,"Plasma-membrane choline transporter, putative",protein coding,Tb11.v5.0578,1,2012,Tb927_11_bin_v5.1:2642629..2644098(-),"Tb927_11_bin_v5.1:2,642,194..2,644,205(-)",N/A
Tb11.v5.0579,Tb11.v5.0579.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0579,1,4254,Tb927_11_bin_v5.1:2650592..2652418(-),"Tb927_11_bin_v5.1:2,648,221..2,652,474(-)",N/A
Tb11.v5.0580,Tb11.v5.0580.1,"delta-6 fatty acid desaturase, putative",protein coding,Tb11.v5.0580,1,1785,Tb927_11_bin_v5.1:2657818..2659083(-),"Tb927_11_bin_v5.1:2,657,420..2,659,204(-)",N/A
Tb11.v5.0581,Tb11.v5.0581.1,"Sec8 exocyst complex component specific domain/Invariant surface glycoprotein, putative",protein coding,Tb11.v5.0581,1,16331,Tb927_11_bin_v5.1:2673208..2676666(-),"Tb927_11_bin_v5.1:2,660,438..2,676,768(-)",N/A
Tb11.v5.0582,Tb11.v5.0582.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0582,1,1335,Tb927_11_bin_v5.1:2680943..2682247(-),"Tb927_11_bin_v5.1:2,680,943..2,682,277(-)",N/A
Tb11.v5.0583,Tb11.v5.0583.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0583,1,5156,Tb927_11_bin_v5.1:2689797..2692889(-),"Tb927_11_bin_v5.1:2,688,620..2,693,775(-)",N/A
Tb11.v5.0584,Tb11.v5.0584.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0584,1,4460,Tb927_11_bin_v5.1:2694518..2696359(-),"Tb927_11_bin_v5.1:2,694,518..2,698,977(-)",N/A
Tb11.v5.0585,Tb11.v5.0585.1,"separase, putative",protein coding,Tb11.v5.0585,1,15535,Tb927_11_bin_v5.1:2709249..2710901(-),"Tb927_11_bin_v5.1:2,697,480..2,713,014(-)",N/A
Tb11.v5.0586,Tb11.v5.0586.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0586,1,2087,Tb927_11_bin_v5.1:2715899..2717353(+),"Tb927_11_bin_v5.1:2,715,678..2,717,764(+)",N/A
Tb11.v5.0587,Tb11.v5.0587.1,protein kinase A regulatory subunit,protein coding,Tb11.v5.0587,1,3544,Tb927_11_bin_v5.1:2718924..2720423(+),"Tb927_11_bin_v5.1:2,717,855..2,721,398(+)",PKA-R
Tb11.v5.0588,Tb11.v5.0588.1,"AARP2CN (NUC121) domain containing protein, putative",protein coding,Tb11.v5.0588,1,2412,Tb927_11_bin_v5.1:2726003..2727478(+),"Tb927_11_bin_v5.1:2,725,977..2,728,388(+)",N/A
Tb11.v5.0589,Tb11.v5.0589.1,"Clusterin-associated protein-1, putative",protein coding,Tb11.v5.0589,1,2143,Tb927_11_bin_v5.1:2729134..2730447(+),"Tb927_11_bin_v5.1:2,728,933..2,731,075(+)",N/A
Tb11.v5.0590,Tb11.v5.0590.1,"SET domain containing protein, putative",protein coding,Tb11.v5.0590,1,1510,Tb927_11_bin_v5.1:2741854..2743143(+),"Tb927_11_bin_v5.1:2,741,831..2,743,340(+)",N/A
Tb11.v5.0591,Tb11.v5.0591.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0591,1,2239,Tb927_11_bin_v5.1:2748768..2749796(+),"Tb927_11_bin_v5.1:2,747,558..2,749,796(+)",N/A
Tb11.v5.0593,Tb11.v5.0593.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0593,1,28542,Tb927_11_bin_v5.1:2767560..2769311(-),"Tb927_11_bin_v5.1:2,760,020..2,788,561(-)",N/A
Tb11.v5.0594,Tb11.v5.0594.1,"retrotransposon hot spot (RHS) protein, putative",protein coding,Tb11.v5.0594,1,2761,Tb927_11_bin_v5.1:2789263..2791071(-),"Tb927_11_bin_v5.1:2,788,772..2,791,532(-)",N/A
Tb11.v5.0596,Tb11.v5.0596.1,"serine/threonine protein kinase, putative",protein coding,Tb11.v5.0596,1,12141,Tb927_11_bin_v5.1:2808080..2809492(-),"Tb927_11_bin_v5.1:2,797,364..2,809,504(-)",N/A
Tb11.v5.0597,Tb11.v5.0597.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0597,1,6780,Tb927_11_bin_v5.1:2813392..2815308(-),"Tb927_11_bin_v5.1:2,809,559..2,816,338(-)",N/A
Tb11.v5.0598,Tb11.v5.0598.1,"GIY-YIG catalytic domain containing protein, putative",protein coding,Tb11.v5.0598,1,3221,Tb927_11_bin_v5.1:2816713..2818248(-),"Tb927_11_bin_v5.1:2,815,329..2,818,549(-)",N/A
Tb11.v5.0600,Tb11.v5.0600.1,"HIT zinc finger, putative",protein coding,Tb11.v5.0600,1,1437,Tb927_11_bin_v5.1:2828665..2830089(-),"Tb927_11_bin_v5.1:2,828,665..2,830,101(-)",N/A
