"","howick_p_val","howick_avg_log2FC","howick_pct.1","howick_pct.2","howick_p_val_adj","hutchinson_p_val","hutchinson_avg_log2FC","hutchinson_pct.1","hutchinson_pct.2","hutchinson_p_val_adj","max_pval","minimump_p_val","gene_id","prod_desc","gene_name"
"Tb927.8.2830",1.76116463628223e-07,2.80657729351636,0.119,0.004,0.00163753087881521,6.98387032145998e-08,0.668774698426798,0.276,0.134,0.000649360262489349,1.76116463628223e-07,1.39677401551755e-07,"Tb927.8.2830","Kinetoplastid kinetochore protein 25","KKT25"
"Tb927.10.7030",3.001072707348e-05,0.522714302055464,0.133,0.024,0.279039740329217,7.20830375239992e-08,0.28692154266948,0.135,0.043,0.000670228082898144,3.001072707348e-05,1.44166069852034e-07,"Tb927.10.7030","hypothetical protein, conserved","N/A"
"Tb927.11.3640",1.33569615948368e-06,3.84765534120915,0.104,0.004,0.0124193028908792,7.92767055124755e-08,0.362649173677981,0.129,0.04,0.000737114807854998,1.33569615948368e-06,1.58553404740155e-07,"Tb927.11.3640","Mitochondrial ribosomal protein L27","MRPL27"
"Tb927.4.3620",4.00610376618504e-06,1.89770791690637,0.23,0.067,0.0372487528179885,1.00333266486474e-07,0.421177206844873,0.271,0.127,0.000932898711791233,4.00610376618504e-06,2.00666522906183e-07,"Tb927.4.3620","serine threonine-protein phosphatase PP1, putative","PP1-6"
"Tb927.7.7130",6.80013381384718e-06,1.7793718837861,0.237,0.071,0.0632276442011511,1.06468585351988e-07,0.295018030158558,0.165,0.059,0.000989944906602787,6.80013381384718e-06,2.12937159368417e-07,"Tb927.7.7130","S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative","TYW1"
"Tb927.7.2590",0.000397079127565637,0.702720574935565,0.267,0.119,1,1.11440457669041e-07,0.316202228148916,0.147,0.05,0.00103617337540675,0.000397079127565637,2.22880902919107e-07,"Tb927.7.2590","prefoldin, putative","N/A"
"Tb927.9.8510",0.000227806520069493,0.454527545888349,0.207,0.075,1,1.26888847312557e-07,0.363441313209313,0.147,0.05,0.00117981250231215,0.000227806520069493,2.53777678524334e-07,"Tb927.9.8510","hypothetical protein, conserved","N/A"
"Tb927.10.14360",1.0715774994817e-05,1.95999572983296,0.156,0.032,0.0996352759018082,1.38811402157294e-07,0.318048884680203,0.147,0.05,0.00129066841725852,1.0715774994817e-05,2.77622785045982e-07,"Tb927.10.14360","U2 small nuclear ribonucleoprotein 40K","U2_40K"
"Tb927.6.4650",8.64441557968942e-06,0.318059795101959,0.215,0.059,0.0803757760599522,1.81696627033699e-07,0.393733197567551,0.188,0.074,0.00168941523815934,8.64441557968942e-06,3.63393221053734e-07,"Tb927.6.4650","UV excision repair RAD23 protein, putative","N/A"
"Tb927.10.8670",1.82778695507694e-07,1.19669291236051,0.163,0.02,0.00169947631083054,1.08423395069627e-05,0.278760231736405,0.153,0.064,0.100812072735739,1.08423395069627e-05,3.65557357607337e-07,"Tb927.10.8670","hypothetical protein, conserved","N/A"
"Tb927.11.13010",2.11649386945613e-07,0.284114918326873,0.2,0.036,0.00196791599982031,1.35965586607526e-06,0.276834097619514,0.135,0.048,0.0126420802427678,1.35965586607526e-06,4.23298729095762e-07,"Tb927.11.13010","hypothetical protein","N/A"
"Tb927.10.8700",2.12551305953494e-07,0.853226250959663,0.17,0.024,0.00197630204275559,4.51589749167992e-07,0.480034734473946,0.165,0.063,0.00419888148776399,4.51589749167992e-07,4.25102566728931e-07,"Tb927.10.8700","selenoprotein, putative","N/A"
"Tb927.10.2980",0.000107627479384553,1.04455759453588,0.17,0.047,1,2.13686471836003e-07,0.38327716860759,0.241,0.11,0.00198685681513116,0.000107627479384553,4.27372898010098e-07,"Tb927.10.2980","proteasome regulatory non-ATPase subunit 11","RPN11"
"Tb927.11.2190",2.24770793612176e-07,1.61072433064783,0.17,0.024,0.00208991883900601,1.15980412110153e-06,0.41309836492087,0.129,0.045,0.010783858718002,1.15980412110153e-06,4.49541536702443e-07,"Tb927.11.2190","MICOS complex subunit MIC10-2","MIC10-2"
"Tb927.10.8200",2.32429900877495e-07,1.3225408538052,0.348,0.126,0.00216113321835895,1.66152747645615e-06,0.358397484917085,0.135,0.049,0.0154488824760893,1.66152747645615e-06,4.64859747731331e-07,"Tb927.10.8200","Ribosomal protein L1p/L10e family, putative","N/A"
"Tb927.9.3820",2.46270288802717e-07,1.77950946848279,0.178,0.028,0.00228982114528766,0.000581023184133607,0.751763075103386,0.147,0.076,1,0.000581023184133607,4.92540516956378e-07,"Tb927.9.3820","syntaxin, putative","N/A"
"Tb927.2.4830",2.71104234513252e-05,0.263786774650702,0.163,0.04,0.252072717250422,2.99325290686534e-07,0.269877371754947,0.112,0.033,0.00278312655280339,2.71104234513252e-05,5.98650491777438e-07,"Tb927.2.4830","TFIIF-stimulated CTD phosphatase, putative","N/A"
"Tb927.2.4445",6.10090135618594e-05,1.28239762053511,0.185,0.055,0.567261808098169,3.52990120079728e-07,0.704525993309042,0.153,0.055,0.00328210213650132,6.10090135618594e-05,7.05980115557433e-07,"Tb927.2.4445","hypothetical protein, conserved","N/A"
"Tb927.5.2960",3.84841475867201e-07,1.85671315564012,0.274,0.079,0.00357825604261323,6.19557692604225e-05,0.422591868918621,0.182,0.09,0.576064742583408,6.19557692604225e-05,7.69682803631439e-07,"Tb927.5.2960","phosphoribosylpyrophosphate synthetase, putative","PRS"
"Tb927.9.15090",3.86537268985695e-07,0.587960847522808,0.244,0.063,0.003594023527029,1.69291000530597e-06,0.363927489132333,0.194,0.084,0.0157406772293349,1.69291000530597e-06,7.7307438856033e-07,"Tb927.9.15090","cytosolic coat protein, putative","N/A"
"Tb927.10.15490",4.23963386764893e-07,0.595910925342598,0.2,0.04,0.00394201157013998,7.63260599051578e-06,0.253637713979531,0.135,0.052,0.0709679704998157,7.63260599051578e-06,8.47926593784833e-07,"Tb927.10.15490","GDP-mannose 4,6 dehydratase","GMD"
"Tb927.11.9130",2.09667215368707e-06,1.14857941924837,0.178,0.036,0.0194948576849824,5.6793317850107e-07,0.963021291288552,0.129,0.043,0.00528064269370295,2.09667215368707e-06,1.13586603445404e-06,"Tb927.11.9130","Replication factor A protein 1","RPA1"
"Tb927.11.14590",5.88956987596873e-07,0.969826216413125,0.385,0.154,0.00547612207067573,0.000242380068334268,0.569764156088412,0.171,0.089,1,0.000242380068334268,1.17791362832341e-06,"Tb927.11.14590","G5-interacting protein","G5-IP"
"Tb927.11.2730",4.51887077746464e-05,1.31228779538891,0.119,0.02,0.420164604888662,5.95302947610412e-07,0.358928714372534,0.141,0.05,0.00553512680688161,4.51887077746464e-05,1.19060554083523e-06,"Tb927.11.2730","UDP-galactose 4-epimerase","galE"
"Tb927.10.11530",4.90308390232301e-06,1.25355619622364,0.163,0.032,0.0455888741237993,6.11245020275454e-07,0.326169328346765,0.135,0.046,0.00568335619852117,4.90308390232301e-06,1.22248966693043e-06,"Tb927.10.11530","hypothetical protein, conserved","N/A"
"Tb927.11.3400",0.000124218540838161,2.08352457499473,0.126,0.028,1,8.58340763107301e-07,0.287870043802574,0.129,0.044,0.00798085241537169,0.000124218540838161,1.71668078946574e-06,"Tb927.11.3400","hypothetical protein, conserved","N/A"
"Tb927.8.3680",0.000147483439556891,1.28836027156601,0.148,0.04,1,1.12698885305387e-06,0.318186209462672,0.194,0.083,0.0104787423556949,0.000147483439556891,2.25397643600386e-06,"Tb927.8.3680","kinetoplastid kinetochore protein 4","KKT4"
"Tb927.5.700",7.83166509264057e-05,0.432447019684892,0.304,0.13,0.72818822031372,1.2141434741438e-06,0.321502109485129,0.176,0.073,0.011289106022589,7.83166509264057e-05,2.42828547414322e-06,"Tb927.5.700","F-box-like, putative","N/A"
"Tb927.11.13150",3.78189468307814e-05,3.83582750582575,0.119,0.02,0.351640567632605,1.22169730388142e-06,0.254184259083547,0.118,0.038,0.0113593415314895,3.78189468307814e-05,2.44339311521855e-06,"Tb927.11.13150","UEV domain/Zinc finger, C3HC4 type (RING finger), putative","N/A"
"Tb927.8.6820",8.7925144338404e-05,1.32966649412508,0.193,0.063,0.81752799205848,1.24980810504944e-06,0.286094140608938,0.112,0.036,0.0116207157607497,8.7925144338404e-05,2.49961464807858e-06,"Tb927.8.6820","putative citrate lyase","CL"
"Tb927.4.2810",0.000621260739442113,0.538516184574275,0.156,0.051,1,1.28898158932053e-06,0.422086227969414,0.247,0.12,0.0119849508175023,0.000621260739442113,2.57796151716752e-06,"Tb927.4.2810","hypothetical protein","N/A"
"Tb927.8.5910",1.50372812787112e-06,1.14470443270439,0.163,0.028,0.0139816641329457,0.000913048686366842,0.329642684125902,0.124,0.06,1,0.000913048686366842,3.00745399454396e-06,"Tb927.8.5910","hypothetical protein","N/A"
"Tb927.11.610",0.000812438091415066,0.299880749848645,0.156,0.051,1,1.76291898787732e-06,0.263369503938188,0.129,0.046,0.0163916207492834,0.000812438091415066,3.52583486787129e-06,"Tb927.11.610","hypothetical protein, conserved","N/A"
"Tb927.7.6820",0.00028443911516169,0.910648013552397,0.259,0.115,1,1.77448625381491e-06,0.271360873961285,0.165,0.066,0.0164991731879711,0.00028443911516169,3.54896935882836e-06,"Tb927.7.6820","hypothetical protein, conserved","N/A"
"Tb927.7.700",1.96933537658651e-06,1.80578612437749,0.163,0.028,0.0183108803315014,2.83158209562587e-05,0.337654154976006,0.129,0.052,0.263280503251293,2.83158209562587e-05,3.9386668748912e-06,"Tb927.7.700","Nucleolar protein 74","NOP74"
"Tb927.5.890",1.99771248103014e-06,1.16526484318477,0.244,0.071,0.0185747306486183,2.23017516858482e-06,0.786487979935666,0.3,0.165,0.0207361687175016,2.23017516858482e-06,3.99542097120513e-06,"Tb927.5.890","oligosaccharyl transferase subunit, putative","OST"
"Tb927.7.4500",2.12693039899437e-06,0.922889203079742,0.185,0.04,0.0197761988498496,0.000377883679361713,4.22392965109043,0.5,0.393,1,0.000377883679361713,4.25385627415582e-06,"Tb927.7.4500","PX domain containing protein, putative","N/A"
"Tb927.8.2080",1.66024976715052e-05,0.544905993694883,0.185,0.047,0.154370023349656,2.53998035977214e-06,0.426447024172901,0.182,0.08,0.0236167373851613,1.66024976715052e-05,5.07995426804404e-06,"Tb927.8.2080","Fungal tRNA ligase phosphodiesterase domain containing protein, putative","N/A"
"Tb927.8.4060",3.03473033868412e-06,0.333417144348533,0.141,0.02,0.0282169226890849,0.000416348188213626,0.591327610188227,0.329,0.221,1,0.000416348188213626,6.06945146778001e-06,"Tb927.8.4060","Flagellum adhesion protein 2, putative","FLA2"
"Tb927.8.8210",3.35287194107278e-06,2.71305360549539,0.156,0.028,0.0311750033080947,5.80980877173131e-06,0.313626168228592,0.194,0.088,0.0540196019595577,5.80980877173131e-06,6.7057326403953e-06,"Tb927.8.8210","Cleavage stimulating factor 64, putative","CSTF64"
"Tb927.11.7140",0.000757391723763074,0.431668706991792,0.126,0.036,1,3.50564075771631e-06,0.267655435530746,0.165,0.068,0.0325954477652463,0.000757391723763074,7.01126922591551e-06,"Tb927.11.7140","cell cycle sequence binding phosphoprotein (RBP33), putative","CSBPII_33"
"Tb927.2.5250",0.000153402023362775,0.507234786609259,0.163,0.047,1,3.55888603561827e-06,0.300029342048879,0.106,0.034,0.0330905223591786,0.000153402023362775,7.11775940556671e-06,"Tb927.2.5250","tubulin-tyrosine ligase, putative","N/A"
"Tb927.10.980",5.73481790572308e-05,0.833359083703942,0.119,0.02,0.533223368874132,3.5994961093445e-06,0.339718371756469,0.153,0.061,0.0334681148246851,5.73481790572308e-05,7.19897926231675e-06,"Tb927.10.980","RNA polymerase III transcription factor (TF)IIIC subunit, putative","N/A"
"Tb927.3.5360",4.77173238189423e-05,2.36653467619539,0.133,0.028,0.443675676868526,3.66943145866482e-06,0.311705718928392,0.135,0.05,0.0341183737026655,4.77173238189423e-05,7.33884945260241e-06,"Tb927.3.5360","FHA domain containing protein, putative","N/A"
"Tb927.9.8810",5.04572009462615e-06,1.23732701006655,0.23,0.067,0.0469151054398339,2.00254331117512e-05,0.384895242767172,0.112,0.041,0.186196477073063,2.00254331117512e-05,1.0091414729961e-05,"Tb927.9.8810","hypothetical protein, conserved","N/A"
"Tb927.2.4620",0.000101596630268607,1.28437971951517,0.111,0.02,0.944645468237508,7.00014071983849e-06,2.90636580321332,0.188,0.087,0.0650873084130583,0.000101596630268607,1.40002324377069e-05,"Tb927.2.4620","Transmembrane adaptor Erv26, putative","N/A"
"Tb927.7.410",7.60777568781203e-06,0.414265958310033,0.104,0.008,0.0707370983452762,0.000901559353532276,0.867866739458003,0.188,0.106,1,0.000901559353532276,1.52154934973732e-05,"Tb927.7.410","hypothetical protein, conserved","N/A"
"Tb927.8.4950",8.64352066053841e-06,0.865333949783518,0.207,0.055,0.0803674551016861,3.83347406897033e-05,0.565516721310153,0.135,0.057,0.356436418932861,3.83347406897033e-05,1.72869666106274e-05,"Tb927.8.4950","Kinesin Localized to the Ingressing Furrow","KLIF"
"Tb927.9.1530",0.000965230943971942,0.636199857960809,0.178,0.067,1,1.01910669671298e-05,0.301995835771211,0.112,0.039,0.0947565406603725,0.000965230943971942,2.03820300764136e-05,"Tb927.9.1530","hypothetical protein, conserved","N/A"
"Tb927.3.3690",0.000910328602548491,0.617375406270066,0.185,0.071,1,1.05385414616911e-05,0.634259040584941,0.235,0.123,0.0979873585108039,0.000910328602548491,2.10769718625261e-05,"Tb927.3.3690","flagellar radial spoke protein-like, putative","N/A"
"Tb927.9.8160",1.13333339137127e-05,0.275295386329828,0.281,0.103,0.105377338729701,6.31192855627529e-05,0.32121644221949,0.124,0.051,0.586883117162476,6.31192855627529e-05,2.26665393829678e-05,"Tb927.9.8160","chaperone protein DnaJ, putative","J11"
"Tb927.10.10840",0.000801645213253959,1.12923976831186,0.104,0.024,1,1.83604454633234e-05,0.347633889359126,0.135,0.055,0.170715421917981,0.000801645213253959,3.67205538206892e-05,"Tb927.10.10840","Enriched in surface-labeled proteome protein 15","ESP15"
"Tb927.11.11250",2.50153403547496e-05,1.55537305178473,0.207,0.063,0.232592634618462,2.05997437831102e-05,0.362600806886162,0.224,0.114,0.191536417695359,2.50153403547496e-05,4.11990632167765e-05,"Tb927.11.11250","cytosolic malate dehydrogenase","cMDH"
"Tb927.11.3450",9.26572685181589e-05,0.953731976385696,0.17,0.047,0.861527282681842,2.74969630541174e-05,0.300276871839287,0.124,0.048,0.255666762477183,9.26572685181589e-05,5.49931700252576e-05,"Tb927.11.3450","hypothetical protein, conserved","N/A"
"Tb927.9.14080",3.7089437558667e-05,0.293269686715231,0.193,0.055,0.344857590420485,3.4852335952814e-05,0.973721000841979,0.294,0.173,0.324057019689265,3.7089437558667e-05,6.97034572203066e-05,"Tb927.9.14080","vesicle-associated membrane protein, putative","N/A"
"Tb927.10.10720",0.000176843782506478,0.485376204828258,0.17,0.051,1,6.92216383311293e-05,0.321300864674549,0.165,0.078,0.643622793202841,0.000176843782506478,0.000138438485027045,"Tb927.10.10720","Tetraspanin family, putative","N/A"
"Tb927.8.2340",7.34927890978205e-05,1.34491119567738,0.215,0.075,0.683335953031535,0.000298552015373709,0.27134042325359,0.182,0.097,1,0.000298552015373709,0.000146980177005592,"Tb927.8.2340","hypothetical protein, conserved","N/A"
"Tb927.10.13520",0.000235002255757769,0.984562546420007,0.185,0.063,1,0.000106180944388395,0.320626507383307,0.153,0.072,0.987270420923297,0.000235002255757769,0.000212350614383839,"Tb927.10.13520","Zn-finger in Ran binding protein and others/FYVE zinc finger, putative","N/A"
"Tb927.11.10000",0.000403639314976565,1.22316469518352,0.133,0.036,1,0.000370352348096695,0.255595362102348,0.112,0.049,1,0.000403639314976565,0.00074056753533165,"Tb927.11.10000","Charged multivesicular body protein 3, putative","N/A"
"Tb927.10.4900",0.000500694019444368,0.35531131717885,0.215,0.083,1,0.000400769682476653,0.365258429325467,0.118,0.053,1,0.000500694019444368,0.000801378748614913,"Tb927.10.4900","TPR-repeat-containing chaperone protein DNAJ, putative","J52"
"Tb927.7.3180",0.000557739674867359,1.33253199056107,0.178,0.063,1,0.0004662479802197,0.269421220046039,0.206,0.115,1,0.000557739674867359,0.00093227857326034,"Tb927.7.3180","adaptor complex AP-1 medium subunit, putative","N/A"
