gene.id,location,product.desc,gene.type,input.id,gene.name
Tb927.10.13790,"Tb927_10_v5.1:3,367,889..3,369,991(-)","hypothetical protein, conserved",protein coding,Tb927.10.13790,N/A
Tb927.10.1380,"Tb927_10_v5.1:362,366..365,383(-)","Serine/threonine-protein kinase NEK19, putative",protein coding,Tb927.10.1380,NEK19
Tb927.10.13800,"Tb927_10_v5.1:3,370,127..3,374,065(-)","hypothetical protein, conserved",protein coding,Tb927.10.13800,N/A
Tb927.10.13810,"Tb927_10_v5.1:3,374,384..3,374,787(-)","hypothetical protein, conserved",protein coding,Tb927.10.13810,N/A
Tb927.10.13820,"Tb927_10_v5.1:3,375,008..3,376,115(-)","Mitochondrial SSU ribosomal protein, putative",protein coding,Tb927.10.13820,N/A
Tb927.10.13830,"Tb927_10_v5.1:3,376,279..3,378,179(-)",Presequence translocase-associated motor 27,protein coding,Tb927.10.13830,PAM27
Tb927.10.13840,"Tb927_10_v5.1:3,378,565..3,380,403(-)","Domain of unknown function (DUF4475), putative",protein coding,Tb927.10.13840,N/A
Tb927.10.13850,"Tb927_10_v5.1:3,380,834..3,382,087(-)","ATP12 chaperone protein, putative",protein coding,Tb927.10.13850,N/A
Tb927.10.13860,"Tb927_10_v5.1:3,382,242..3,383,831(-)",GPI-anchor transamidase subunit 8 (GPI8),protein coding,Tb927.10.13860,N/A
Tb927.10.13870,"Tb927_10_v5.1:3,383,988..3,385,694(-)","tubulin tyrosine ligase protein, putative",protein coding,Tb927.10.13870,N/A
Tb927.10.13880,"Tb927_10_v5.1:3,385,874..3,389,553(-)","hypothetical protein, conserved",protein coding,Tb927.10.13880,N/A
Tb927.10.13890,"Tb927_10_v5.1:3,389,704..3,392,273(-)","hypothetical protein, conserved",protein coding,Tb927.10.13890,N/A
Tb927.10.1390,"Tb927_10_v5.1:366,477..367,762(-)",Hypoxanthine-guanine-xanthine phosphoribosyltransferase,protein coding,Tb927.10.1390,HGXPRT
Tb927.10.13900,"Tb927_10_v5.1:3,392,424..3,393,980(-)",Nucleotide sugar transporter 1,protein coding,Tb927.10.13900,NST1
Tb927.10.13910,"Tb927_10_v5.1:3,394,078..3,395,180(-)","hypothetical protein, conserved",protein coding,Tb927.10.13910,N/A
Tb927.10.13920,"Tb927_10_v5.1:3,395,306..3,396,850(-)","hypothetical protein, conserved",protein coding,Tb927.10.13920,N/A
Tb927.10.13930,"Tb927_10_v5.1:3,396,972..3,398,195(-)","phosphatidic acid phosphatase, putative",protein coding,Tb927.10.13930,ESP21
Tb927.10.13950,"Tb927_10_v5.1:3,400,291..3,401,080(-)","tubulin-specific chaperone, putative",protein coding,Tb927.10.13950,N/A
Tb927.10.13960,"Tb927_10_v5.1:3,401,176..3,403,296(-)",paralyzed flagella protein 20,protein coding,Tb927.10.13960,PF20
Tb927.10.13970,"Tb927_10_v5.1:3,403,540..3,404,486(-)","uracil-DNA glycosylase, putative",protein coding,Tb927.10.13970,N/A
Tb927.10.13980,"Tb927_10_v5.1:3,404,591..3,405,668(-)","btb/poz domain containing protein, putative",protein coding,Tb927.10.13980,N/A
Tb927.10.13990,"Tb927_10_v5.1:3,405,784..3,407,070(-)","Pentatricopeptide repeat protein (PPR), putative",protein coding,Tb927.10.13990,N/A
Tb927.10.140,"Tb927_10_v5.1:63,946..67,993(+)",hypothetical protein,protein coding,Tb927.10.140,N/A
Tb927.10.1400,"Tb927_10_v5.1:368,728..369,419(-)",hypoxanthine-guanine phosphoribosyltransferase,protein coding,Tb927.10.1400,HGPRT
Tb927.10.14000,"Tb927_10_v5.1:3,407,645..3,412,427(-)",aconitase,protein coding,Tb927.10.14000,ACO
Tb927.10.14010,"Tb927_10_v5.1:3,413,812..3,415,774(-)",tubulin cofactor C domain-containing protein RP2,protein coding,Tb927.10.14010,rp2
Tb927.10.14020,"Tb927_10_v5.1:3,415,897..3,417,433(-)","hypothetical protein, conserved",protein coding,Tb927.10.14020,N/A
Tb927.10.14030,"Tb927_10_v5.1:3,417,539..3,419,014(-)","hypothetical protein, conserved",protein coding,Tb927.10.14030,N/A
Tb927.10.14040,"Tb927_10_v5.1:3,419,122..3,420,423(-)","vacuolar ATP synthase subunit c, putative",protein coding,Tb927.10.14040,N/A
Tb927.10.14050,"Tb927_10_v5.1:3,420,704..3,421,096(-)",hypothetical protein,protein coding,Tb927.10.14050,N/A
Tb927.10.14070,"Tb927_10_v5.1:3,425,494..3,426,691(-)",mevalonate diphosphate decarboxylase,protein coding,Tb927.10.14070,N/A
Tb927.10.14080,"Tb927_10_v5.1:3,426,845..3,427,872(-)","RNA-binding protein 27, putative",protein coding,Tb927.10.14080,RBP27
Tb927.10.14090,"Tb927_10_v5.1:3,427,982..3,429,869(-)","transporter, putative",protein coding,Tb927.10.14090,N/A
Tb927.10.1410,"Tb927_10_v5.1:369,755..370,652(-)","hypothetical protein, conserved",protein coding,Tb927.10.1410,N/A
Tb927.10.14100,"Tb927_10_v5.1:3,430,138..3,431,153(-)","hypothetical protein, conserved",protein coding,Tb927.10.14100,N/A
Tb927.10.14110,"Tb927_10_v5.1:3,431,533..3,432,024(-)","13 kDa deflagellation-inducible protein, putative",protein coding,Tb927.10.14110,DIP13
Tb927.10.14120,"Tb927_10_v5.1:3,432,241..3,432,705(-)",hypothetical protein,protein coding,Tb927.10.14120,N/A
Tb927.10.14130,"Tb927_10_v5.1:3,432,891..3,433,351(-)","SRP19 protein, putative",protein coding,Tb927.10.14130,N/A
Tb927.10.14140,"Tb927_10_v5.1:3,434,594..3,436,257(-)",pyruvate kinase 1,protein coding,Tb927.10.14140,PYK1
Tb927.10.14150,"Tb927_10_v5.1:3,437,405..3,439,054(-)",EnigmRBP1,protein coding,Tb927.10.14150,ERBP1
Tb927.10.14160,"Tb927_10_v5.1:3,440,953..3,441,972(-)",Aquaglyceroporin 3,protein coding,Tb927.10.14160,AQP3
Tb927.10.14170,"Tb927_10_v5.1:3,442,097..3,443,768(-)",aquaglyceroporin 2,protein coding,Tb927.10.14170,AQP2
Tb927.10.14180,"Tb927_10_v5.1:3,443,893..3,445,525(-)",protein transport protein SEC13,protein coding,Tb927.10.14180,SEC13
Tb927.10.14190,"Tb927_10_v5.1:3,445,844..3,447,433(-)","hypothetical protein, conserved",protein coding,Tb927.10.14190,N/A
Tb927.10.1420,"Tb927_10_v5.1:370,805..373,337(-)","metallo-peptidase, Clan MG, Family M24",protein coding,Tb927.10.1420,MetAP2
Tb927.10.14200,"Tb927_10_v5.1:3,447,552..3,449,160(-)",syntaxin 5,protein coding,Tb927.10.14200,N/A
Tb927.10.14210,"Tb927_10_v5.1:3,449,263..3,449,919(-)",TFIIH basal transcription factor subunit,protein coding,Tb927.10.14210,TFB5
Tb927.10.14220,"Tb927_10_v5.1:3,450,020..3,451,284(-)","hypothetical protein, conserved",protein coding,Tb927.10.14220,N/A
Tb927.10.14230,"Tb927_10_v5.1:3,452,065..3,456,583(-)","hypothetical protein, conserved",protein coding,Tb927.10.14230,N/A
Tb927.10.14240,"Tb927_10_v5.1:3,456,725..3,459,191(-)",N-myristoyltransferase,protein coding,Tb927.10.14240,NMT
Tb927.10.14250,"Tb927_10_v5.1:3,459,324..3,460,641(-)","hypothetical protein, conserved",protein coding,Tb927.10.14250,N/A
Tb927.10.14260,"Tb927_10_v5.1:3,460,757..3,461,790(-)","AP-4 complex subunit sigma-1, putative",protein coding,Tb927.10.14260,N/A
Tb927.10.14270,"Tb927_10_v5.1:3,463,604..3,469,987(-)","TFIIF-stimulated CTD phosphatase, putative",protein coding,Tb927.10.14270,N/A
Tb927.10.14280,"Tb927_10_v5.1:3,470,156..3,471,602(-)",mitochondrial carrier protein,protein coding,Tb927.10.14280,MCP20
Tb927.10.14290,"Tb927_10_v5.1:3,472,816..3,473,160(-)",hypothetical protein,protein coding,Tb927.10.14290,N/A
Tb927.10.1430,"Tb927_10_v5.1:374,166..375,172(-)","hypothetical protein, conserved",protein coding,Tb927.10.1430,N/A
Tb927.10.14300,"Tb927_10_v5.1:3,473,435..3,477,035(-)","MEKK-related kinase 1, putative",protein coding,Tb927.10.14300,MRK1
Tb927.10.14310,"Tb927_10_v5.1:3,477,309..3,478,322(-)","hypothetical protein, conserved",protein coding,Tb927.10.14310,N/A
Tb927.10.14320,"Tb927_10_v5.1:3,479,231..3,483,189(-)",Flagellum attachment zone protein 9,protein coding,Tb927.10.14320,FAZ9
Tb927.10.14330,"Tb927_10_v5.1:3,483,867..3,487,319(-)","Utp14 protein, putative",protein coding,Tb927.10.14330,N/A
Tb927.10.14340,"Tb927_10_v5.1:3,487,971..3,491,583(-)","hypothetical protein, conserved",protein coding,Tb927.10.14340,N/A
Tb927.10.14350,"Tb927_10_v5.1:3,491,937..3,492,321(-)","hypothetical protein, conserved",protein coding,Tb927.10.14350,N/A
Tb927.10.14360,"Tb927_10_v5.1:3,492,468..3,493,837(-)",U2 small nuclear ribonucleoprotein 40K,protein coding,Tb927.10.14360,U2_40K
Tb927.10.14370,"Tb927_10_v5.1:3,494,297..3,494,873(-)","hypothetical protein, conserved",protein coding,Tb927.10.14370,N/A
Tb927.10.14380,"Tb927_10_v5.1:3,494,968..3,498,026(-)","Hsp70 protein, putative",protein coding,Tb927.10.14380,N/A
Tb927.10.14390,"Tb927_10_v5.1:3,498,972..3,501,515(-)",FACT complex subunit POB3,protein coding,Tb927.10.14390,POB3
Tb927.10.1440,"Tb927_10_v5.1:375,408..376,704(-)","hypothetical protein, conserved",protein coding,Tb927.10.1440,N/A
Tb927.10.14400,"Tb927_10_v5.1:3,502,401..3,505,939(-)","hypothetical protein, conserved",protein coding,Tb927.10.14400,N/A
Tb927.10.14410,"Tb927_10_v5.1:3,506,347..3,510,227(-)","leucine-rich repeat protein (LRRP), putative",protein coding,Tb927.10.14410,N/A
Tb927.10.14420,"Tb927_10_v5.1:3,510,342..3,517,826(-)","Serine/threonine-protein kinase NEK16, putative",protein coding,Tb927.10.14420,NEK16
Tb927.10.14430,"Tb927_10_v5.1:3,519,581..3,522,699(-)","hypothetical protein, conserved",protein coding,Tb927.10.14430,N/A
Tb927.10.14440,"Tb927_10_v5.1:3,522,844..3,524,095(-)",b9 domain-containing protein 1,protein coding,Tb927.10.14440,b9d1
Tb927.10.14450,"Tb927_10_v5.1:3,524,341..3,526,183(-)","hypothetical protein, conserved",protein coding,Tb927.10.14450,N/A
Tb927.10.14460,"Tb927_10_v5.1:3,526,368..3,529,913(-)","leucine-rich repeat protein (LRRP), putative",protein coding,Tb927.10.14460,N/A
Tb927.10.14470,"Tb927_10_v5.1:3,530,031..3,536,173(-)",intraflagellar transport protein 140,protein coding,Tb927.10.14470,IFT140
Tb927.10.14480,"Tb927_10_v5.1:3,537,162..3,540,902(-)","hypothetical protein, conserved",protein coding,Tb927.10.14480,N/A
Tb927.10.14490,"Tb927_10_v5.1:3,542,653..3,544,036(-)","hypothetical protein, conserved",protein coding,Tb927.10.14490,N/A
Tb927.10.1450,"Tb927_10_v5.1:376,906..386,554(-)",Centrin arm-associated protein 1,protein coding,Tb927.10.1450,CAAP1
Tb927.10.14500,"Tb927_10_v5.1:3,544,251..3,546,635(-)","hypothetical protein, conserved",protein coding,Tb927.10.14500,N/A
Tb927.10.14510,"Tb927_10_v5.1:3,546,770..3,550,264(-)","root hair defective 3 GTP-binding protein (RHD3), putative",protein coding,Tb927.10.14510,N/A
Tb927.10.14520,"Tb927_10_v5.1:3,550,533..3,552,548(-)",Basal body protein,protein coding,Tb927.10.14520,BBP52
Tb927.10.14530,"Tb927_10_v5.1:3,552,736..3,554,261(-)",19S proteasome non-atpase subunit 8,protein coding,Tb927.10.14530,Rpn8
Tb927.10.14540,"Tb927_10_v5.1:3,560,536..3,564,572(-)",hypothetical protein,protein coding,Tb927.10.14540,N/A
Tb927.10.14550,"Tb927_10_v5.1:3,565,010..3,566,876(-)",ATP-dependent RNA helicase HEL67,protein coding,Tb927.10.14550,HEL67
Tb927.10.14560,"Tb927_10_v5.1:3,566,988..3,570,454(-)","TPR repeat, putative",protein coding,Tb927.10.14560,N/A
Tb927.10.14570,"Tb927_10_v5.1:3,570,686..3,572,893(-)","kinesin motor domain containing protein, putative",protein coding,Tb927.10.14570,N/A
Tb927.10.14580,"Tb927_10_v5.1:3,573,087..3,573,692(-)","60S ribosomal protein L17, putative",protein coding,Tb927.10.14580,N/A
Tb927.10.14590,"Tb927_10_v5.1:3,573,852..3,574,980(-)","Protein of unknown function (DUF1279), putative",protein coding,Tb927.10.14590,N/A
Tb927.10.1460,"Tb927_10_v5.1:387,125..390,430(-)","NEK family Serine/threonine-protein kinase, putative",protein coding,Tb927.10.1460,N/A
Tb927.10.14600,"Tb927_10_v5.1:3,575,098..3,576,005(-)","40S ribosomal protein S2, putative",protein coding,Tb927.10.14600,RPS2
Tb927.10.14610,"Tb927_10_v5.1:3,576,468..3,580,244(-)","leucine-rich repeat protein (LRRP), putative",protein coding,Tb927.10.14610,N/A
Tb927.10.14620,"Tb927_10_v5.1:3,579,955..3,581,953(-)","hypothetical protein, conserved",protein coding,Tb927.10.14620,N/A
Tb927.10.14630,"Tb927_10_v5.1:3,582,443..3,583,290(-)","fibrillarin, putative",protein coding,Tb927.10.14630,N/A
Tb927.10.14640,"Tb927_10_v5.1:3,583,425..3,584,232(-)","Rtf2 RING-finger, putative",protein coding,Tb927.10.14640,N/A
Tb927.10.14650,"Tb927_10_v5.1:3,584,388..3,585,064(-)","hypothetical protein, conserved",protein coding,Tb927.10.14650,N/A
Tb927.10.14660,"Tb927_10_v5.1:3,585,195..3,586,493(-)","hypothetical protein, conserved",protein coding,Tb927.10.14660,N/A
Tb927.10.14670,"Tb927_10_v5.1:3,586,547..3,587,388(-)",hypothetical protein,protein coding,Tb927.10.14670,N/A
Tb927.10.14680,"Tb927_10_v5.1:3,588,011..3,588,977(-)","ribosome biogenesis protein, putative",protein coding,Tb927.10.14680,N/A
Tb927.10.14690,"Tb927_10_v5.1:3,589,288..3,590,291(-)","syntaxin, putative",protein coding,Tb927.10.14690,N/A
Tb927.10.1470,"Tb927_10_v5.1:390,538..391,842(-)",hypoxanthine-guanine phosphoribosyltransferase,protein coding,Tb927.10.1470,HGPRT
Tb927.10.14700,"Tb927_10_v5.1:3,590,492..3,591,832(-)","hypothetical protein, conserved",protein coding,Tb927.10.14700,N/A
Tb927.10.14710,"Tb927_10_v5.1:3,591,958..3,592,849(-)","40S ribosomal protein S2, putative",protein coding,Tb927.10.14710,RPS2
Tb927.10.14720,"Tb927_10_v5.1:3,592,978..3,594,449(-)",peroxin 13,protein coding,Tb927.10.14720,PEX13
Tb927.10.14730,"Tb927_10_v5.1:3,594,939..3,596,289(-)","chaperone protein DnaJ, putative",protein coding,Tb927.10.14730,J15
Tb927.10.14740,"Tb927_10_v5.1:3,596,820..3,597,993(-)","hypothetical protein, conserved",protein coding,Tb927.10.14740,N/A
Tb927.10.14750,"Tb927_10_v5.1:3,598,118..3,599,425(-)","fibrillarin, putative",protein coding,Tb927.10.14750,N/A
Tb927.10.14760,"Tb927_10_v5.1:3,599,832..3,600,440(-)","clathrin light chain, putative",protein coding,Tb927.10.14760,N/A
Tb927.10.14770,"Tb927_10_v5.1:3,601,240..3,603,244(-)",Associated kinase of Tb14-3-3,protein coding,Tb927.10.14770,AKB1
Tb927.10.14780,"Tb927_10_v5.1:3,603,405..3,605,783(-)",Canertinib-binding protein kinase 1,protein coding,Tb927.10.14780,CBPK1
Tb927.10.14790,"Tb927_10_v5.1:3,605,928..3,607,645(-)","metallo-peptidase, Clan MG, Family M24",protein coding,Tb927.10.14790,N/A
Tb927.10.1480,"Tb927_10_v5.1:392,896..396,976(-)",hypothetical protein,protein coding,Tb927.10.1480,N/A
Tb927.10.14800,"Tb927_10_v5.1:3,609,304..3,610,840(-)","mitogen-activated protein kinase 9, putative",protein coding,Tb927.10.14800,MPK9
Tb927.10.14810,"Tb927_10_v5.1:3,611,256..3,611,791(-)","multiprotein-bridging factor 1, putative",protein coding,Tb927.10.14810,mbf1
Tb927.10.14820,"Tb927_10_v5.1:3,612,280..3,613,348(-)",Mitochondrial ADP/ATP carrier protein 5c,protein coding,Tb927.10.14820,MCP5c
Tb927.10.14830,"Tb927_10_v5.1:3,613,660..3,614,728(-)",Mitochondrial ADP/ATP carrier protein 5b,protein coding,Tb927.10.14830,MCP5b
Tb927.10.14840,"Tb927_10_v5.1:3,615,154..3,616,108(-)",Mitochondrial ADP/ATP carrier protein 5a,protein coding,Tb927.10.14840,MCP5a
Tb927.10.14860,"Tb927_10_v5.1:3,624,746..3,627,213(+)",NADH-ubiquinone oxidoreductase B14 subunit,protein coding,Tb927.10.14860,NDUFA6
Tb927.10.14870,"Tb927_10_v5.1:3,627,305..3,629,491(+)","hypothetical protein, conserved",protein coding,Tb927.10.14870,N/A
Tb927.10.14880,"Tb927_10_v5.1:3,629,653..3,632,919(+)",centrosomal protein of 104 kDa,protein coding,Tb927.10.14880,CEP104
Tb927.10.14890,"Tb927_10_v5.1:3,633,026..3,637,073(+)","C-terminal motor kinesin, putative",protein coding,Tb927.10.14890,KIFC1
Tb927.10.1490,"Tb927_10_v5.1:397,209..401,071(-)","Temperature dependent protein affecting M2 dsRNA replication, putative",protein coding,Tb927.10.1490,MKT1L
Tb927.10.14900,"Tb927_10_v5.1:3,637,230..3,641,081(+)","hypothetical protein, conserved",protein coding,Tb927.10.14900,N/A
Tb927.10.14910,"Tb927_10_v5.1:3,641,875..3,643,739(+)","Sarcalumenin, putative",protein coding,Tb927.10.14910,N/A
Tb927.10.14920,"Tb927_10_v5.1:3,644,343..3,648,355(+)","hypothetical protein, conserved",protein coding,Tb927.10.14920,N/A
Tb927.10.14930,"Tb927_10_v5.1:3,648,503..3,653,332(+)",Zinc finger CCCH domain-containing protein 39,protein coding,Tb927.10.14930,ZC3H39
Tb927.10.14950,"Tb927_10_v5.1:3,654,303..3,655,915(+)",Zinc finger CCCH domain-containing protein 40,protein coding,Tb927.10.14950,ZC3H40
Tb927.10.14960,"Tb927_10_v5.1:3,656,110..3,656,964(+)",hypothetical protein,protein coding,Tb927.10.14960,N/A
Tb927.10.14980,"Tb927_10_v5.1:3,658,690..3,662,424(+)",intraflagellar transport protein 52,protein coding,Tb927.10.14980,IFT52
Tb927.10.14990,"Tb927_10_v5.1:3,662,580..3,665,976(+)",intraflagellar transport protein 80,protein coding,Tb927.10.14990,IFT80
Tb927.10.150,"Tb927_10_v5.1:66,265..69,310(+)","hypothetical protein, conserved",protein coding,Tb927.10.150,N/A
Tb927.10.1500,"Tb927_10_v5.1:401,249..404,725(-)","methionyl-tRNA synthetase, putative",protein coding,Tb927.10.1500,MetRS
Tb927.10.15000,"Tb927_10_v5.1:3,666,104..3,667,530(+)","hypothetical protein, conserved",protein coding,Tb927.10.15000,N/A
Tb927.10.15010,"Tb927_10_v5.1:3,668,176..3,669,836(+)","lipoic acid synthetase, mitochondrial precursor, putative",protein coding,Tb927.10.15010,N/A
Tb927.10.15020,"Tb927_10_v5.1:3,670,372..3,675,256(+)","CMGC/DYRK protein kinase, putative",protein coding,Tb927.10.15020,DYRK
Tb927.10.15033,"Tb927_10_v5.1:3,676,070..3,676,815(+)",hypothetical protein,protein coding,Tb927.10.15033,N/A
Tb927.10.15040,"Tb927_10_v5.1:3,677,008..3,682,701(+)","hypothetical protein, conserved",protein coding,Tb927.10.15040,N/A
Tb927.10.15080,"Tb927_10_v5.1:3,682,930..3,687,870(+)",WD40 Repeat 1,protein coding,Tb927.10.15080,WDR1
Tb927.10.15090,"Tb927_10_v5.1:3,688,248..3,689,330(+)","hypothetical protein, conserved",protein coding,Tb927.10.15090,N/A
Tb927.10.1510,"Tb927_10_v5.1:406,644..414,558(-)",CCR4-NOT transcription complex subunit 1,protein coding,Tb927.10.1510,NOT1
Tb927.10.15100,"Tb927_10_v5.1:3,689,441..3,690,538(+)","hypothetical protein, conserved",protein coding,Tb927.10.15100,N/A
Tb927.10.15110,"Tb927_10_v5.1:3,690,649..3,691,394(+)","hypothetical protein, conserved",protein coding,Tb927.10.15110,N/A
Tb927.10.15120,"Tb927_10_v5.1:3,691,777..3,692,361(+)","40S ribosomal protein S13, putative",protein coding,Tb927.10.15120,N/A
Tb927.10.15130,"Tb927_10_v5.1:3,692,788..3,694,045(+)","Vesicle-trafficking protein SEC22, putative",protein coding,Tb927.10.15130,SEC22
Tb927.10.15140,"Tb927_10_v5.1:3,694,161..3,694,939(+)","hypothetical protein, conserved",protein coding,Tb927.10.15140,N/A
Tb927.10.15150,"Tb927_10_v5.1:3,695,115..3,695,903(+)","DNA-directed RNA polymerase III subunit C11, putative",protein coding,Tb927.10.15150,RPC11
Tb927.10.15160,"Tb927_10_v5.1:3,696,011..3,698,900(+)","hypothetical protein, conserved",protein coding,Tb927.10.15160,N/A
Tb927.10.15170,"Tb927_10_v5.1:3,699,356..3,701,557(+)","hypothetical protein, conserved",protein coding,Tb927.10.15170,N/A
Tb927.10.15180,"Tb927_10_v5.1:3,702,123..3,704,103(+)","nucleosome assembly protein, putative",protein coding,Tb927.10.15180,N/A
Tb927.10.15190,"Tb927_10_v5.1:3,704,248..3,706,624(+)",Basal body protein,protein coding,Tb927.10.15190,BBP72
Tb927.10.1520,"Tb927_10_v5.1:415,021..416,016(-)","ras-related protein Rab21, putative",protein coding,Tb927.10.1520,RAB21
Tb927.10.15200,"Tb927_10_v5.1:3,706,765..3,707,862(+)","Predicted coiled-coil domain-containing protein (DUF2360), putative",protein coding,Tb927.10.15200,N/A
Tb927.10.15210,"Tb927_10_v5.1:3,708,182..3,709,339(+)",nuclear cap binding complex subunit CBP30,protein coding,Tb927.10.15210,CBP30
Tb927.10.15220,"Tb927_10_v5.1:3,709,753..3,710,782(+)","hypothetical protein, conserved",protein coding,Tb927.10.15220,N/A
Tb927.10.15230,"Tb927_10_v5.1:3,710,922..3,712,410(+)","hypothetical protein, conserved",protein coding,Tb927.10.15230,N/A
Tb927.10.15240,"Tb927_10_v5.1:3,712,529..3,716,238(+)","hypothetical protein, conserved",protein coding,Tb927.10.15240,N/A
Tb927.10.15250,"Tb927_10_v5.1:3,716,553..3,719,436(+)","paraflagellar rod component, putative",protein coding,Tb927.10.15250,PFC15
Tb927.10.15260,"Tb927_10_v5.1:3,719,997..3,722,278(+)","leucine-rich repeat protein (LRRP), putative",protein coding,Tb927.10.15260,LRRC56
Tb927.10.15270,"Tb927_10_v5.1:3,724,506..3,725,725(+)","metallo- peptidase, Clan MG, Family M24",protein coding,Tb927.10.15270,N/A
Tb927.10.15280,"Tb927_10_v5.1:3,726,410..3,730,606(+)","Domain of Unknown Function (DUF1042), putative",protein coding,Tb927.10.15280,N/A
Tb927.10.15290,"Tb927_10_v5.1:3,730,781..3,737,041(+)","tubulin binding cofactor c, putative",protein coding,Tb927.10.15290,N/A
Tb927.10.1530,"Tb927_10_v5.1:416,353..418,832(-)","hypothetical protein, conserved",protein coding,Tb927.10.1530,N/A
Tb927.10.15300,"Tb927_10_v5.1:3,737,590..3,745,027(+)","Calcium/calmodulin-dependent protein kinase kinase, putative",protein coding,Tb927.10.15300,N/A
